GeneOrder	GroupName	GroupProteinFunction	GeneAccession	GeneLink	GeneProteinFunction	IsolateName	IsolateAccession	isIsolate	GroupNameGood	Fence	GenomeAcc	NcbiIsolateName	GenomeOrder	inNewPoxAlign
3	A23	VITF-3	AID46695.1	PROT:AID46695.1	intermediate transcription factor VITF-3	Pigeonpox virus	KJ801920	1	1	=	KJ801920.1	FeP2	38	Y
3	A23	VITF-3	ADC54002.1	PROT:ADC54002.1	intermediate transcription factor VITF3	Pseudocowpox virus	GQ329670	1	1	=	GQ329670.1	VR634	37	Y
3	A23	VITF-3	ANS71202.1	PROT:ANS71202.1	large subunit viral intermediate transcription factor	Pteropox virus	KU980965	1	1	=	KU980965.1	Australia	40	Y
3	A23	VITF-3	AAF17996.1	PROT:AAF17996.1	gp113R	Rabbit fibroma virus	AF170722	1	1	=	AF170722.1	Kasza	43	Y
3	A23	VITF-3	AKJ93772.1	PROT:AKJ93772.1	VITF-3 45 kDA large subuni	Raccoonpox virus	KP143769	1	1	=	KP143769.1	Herman	41	Y
3	A23	VITF-3	AKR04249.1	PROT:AKR04249.1	intermediate transcription factor	Salmon gill poxvirus	KT159937	1	1	=	KT159937.1	2012-04-F277-L3G	46	Y
3	A23	VITF-3	AWU47158.1	PROT:AWU47158.1	VITF-3	Sea otter poxvirus	MH427217	1	1	=	MH427217.1	ELK	47	Y
3	A23	VITF-3	ASC55547.1	PROT:ASC55547.1	intermediate transcription factor VITF-3-like protein	Seal parapoxvirus	KY382358	1	1	=	KY382358.2	AFK76s1	22	Y
3	A23	VITF-3	NP_659687.1	PROT:NP_659687.1	Intermediate transcription factor VITF-3	Sheeppox virus	NC_004002.1	1	1	=	NC_004002.1	TU-V02127	44	Y
3	A23	VITF-3	AOP31621.1	PROT:AOP31621.1	vitf-3 45kDa subuni	Skunkpox virus	KU749310	1	1	=	KU749310.1	WA	45	Y
3	A23	VITF-3	CCD83295.1	PROT:CCD83295.1	transcription subunit (intermediate) large subuni	Squirrelpox virus	HE601899	1	1	=	HE601899.1	Red squirrel UK	48	Y
3	A23	VITF-3	AAL69851.1	PROT:AAL69851.1	SPV112 putative intermediate transcription factor VITF-3	Swinepox virus	AF410153	1	1	=	AF410153.1	17077-99	49	Y
3	A23	VITF-3	ABD97711.1	PROT:ABD97711.1	45kDa large subunit of intermediate gene transcription factor VITF-3	Taterapox virus	DQ437594	1	1	=	DQ437594.1	Dahomey 1968	50	Y
3	A23	VITF-3	ALA62512.1	PROT:ALA62512.1	intermediate transcription factor VITF-3	Turkeypox virus	KP728110	1	1	=	KP728110.2	TKPV-HU1124/2011	51	Y
3	A23	VITF-3	AAO89422.1	PROT:AAO89422.1	45kDa large subunit of intermediate gene transcription factor VITF-3	Vaccinia virus WR	AY243312	1	1	=	AY243312.1	WR (Western Reserve)	52	Y
3	A23	VITF-3	CAA49068.1	PROT:CAA49068.1	A23R	Variola virus major	X69198	1	1	=	X69198.1	"India-1967, ssp. major"	53	Y
3	A23	VITF-3	CAB54727.1	PROT:CAB54727.1	A24R protein	Variola minor virus	Y16780	1	1	=	Y16780.1	Garcia-1966	54	Y
3	A23	VITF-3	AOP31832.1	PROT:AOP31832.1	vitf-3 45kDa subuni	Volepox virus	KU749311	1	1	=	KU749311.1	CA	55	Y
3	A23	VITF-3	ATI21061.1	PROT:ATI21061.1		Western grey kangaroopox virus	MF467280	1	1	=	MF467280.1	Western Australia	56	Y
3	A23	VITF-3	AAR07471.1	PROT:AAR07471.1	115R	Yaba monkey tumor virus	AY386371	1	1	=	AY386371.1	Yaba monkey tumor virus	59	Y
3	A23	VITF-3	CAC21353.1	PROT:CAC21353.1	115R protein	Yaba-like disease virus	AJ293568	1	1	=	AJ293568.1	Yaba-like disease virus	58	Y
3	A23	VITF-3	AEN03716.1	PROT:AEN03716.1	45kDa large subunit of intermediate gene transcription factor VITF-3	Yokapox virus	HQ849551	1	1	=	HQ849551.1	DakArB 4268	57	Y
4	A24	RPO132	CCU55389.1	PROT:CCU55389.1	RNA polymerase RPO132	Adoxophyes honmai entomopoxvirus 'L'	HF679131	1	1	=	HF679131.1	Tokyo	3	Y
4	A24	RPO132	AXN74940.1	PROT:AXN74940.1	DNA-directed RNA polymerase	Akhmeta virus	MH607141	1	1	=	MH607141.1	Akhmeta_2013-88	4	Y
4	A24	RPO132	AAG02772.1	PROT:AAG02772.1	AMV066	Amsacta moorei entomopoxvirus	AF250284	1	1	=	AF250284.1	Amsacta moorei entomopoxvirus	5	Y
4	A24	RPO132	BAO49445.1	PROT:BAO49445.1	DNA-directed RNA polymerase subunit RPO132	Anomala cuprea entomopoxvirus	AP013055	1	1	=	AP013055.1	CV6M	2	Y
4	A24	RPO132	APG58334.1	PROT:APG58334.1	DNA-directed RNA polymerase 132 kDa polypeptide	BeAn 58058 virus	KY094066	1	1	=	KY094066.1	BeAn58058	7	N
4	A24	RPO132	AAR98458.1	PROT:AAR98458.1	ORF101 RNA polymerase subunit RPO132	Bovine papular stomatitis virus	AY386265	1	1	=	AY386265.1	BV-AR02	6	Y
4	A24	RPO132	AAG37633.1	PROT:AAG37633.1	CMP141R	Camelpox virus CMS	AY009089	1	1	=	AY009089.1	CMS	9	N
4	A24	RPO132	AAL73849.1	PROT:AAL73849.1	RNA polymerase subunit RPO132	Camelpox virus M-96	AF438165	1	1	=	AF438165.1	M-96	8	Y
4	A24	RPO132	AAR83609.1	PROT:AAR83609.1	CNPV263 RNA polymerase subunit RPO132	Canarypox virus	AY318871	1	1	=	AY318871.1	ATCC VR-111	11	Y
4	A24	RPO132	CCU55697.1	PROT:CCU55697.1	RNA polymerase RPO132	Choristoneura biennis entomopoxvirus	HF679132	1	1	=	HF679132.1	Choristoneura biennis entomopoxvirus	10	Y
4	A24	RPO132	CCU55999.1	PROT:CCU55999.1	RNA polymerase RPO132	Choristoneura rosaceana entomopoxvirus 'L'	HF679133	1	1	=	HF679133.1	Choristoneura rosaceana entomopoxvirus 'L'	14	Y
4	A24	RPO132	ADT91143.1	PROT:ADT91143.1	DNA-dependent RNA polymerase subunit RPO132	Cotia virus SPAn232	HQ647181	1	1	=	HQ647181.2	SPAn232	12	Y
4	A24	RPO132	AAM13599.1	PROT:AAM13599.1	Rpo132 or CPXV157 protein	Cowpox virus	AF482758	1	1	=	AF482758.2	Brighton Red	13	Y
4	A24	RPO132	ABI99280.1	PROT:ABI99280.1	RNA polymerase subunit RPO132	Deerpox virus W-848-83	AY689436	1	1	=	AY689436.1	W-848-83	15	Y
4	A24	RPO132	ATI21226.1	PROT:ATI21226.1	RNA polymerase	Eastern grey kangaroopox virus	MF467281	1	1	=	MF467281.1	Sunshine Coast	18	Y
4	A24	RPO132	AAM92432.1	PROT:AAM92432.1	EVM127	Ectromelia virus	AF012825	1	1	=	AF012825.2	Moscow	16	Y
4	A24	RPO132	AFH54691.1	PROT:AFH54691.1	RNA polymerase 132 subuni	Ectromelia virus ERPV	JQ410350	1	1	=	JQ410350.1	ERPV	17	N
4	A24	RPO132	ASK51322.1	PROT:ASK51322.1	RNA polymerase subunit (RPO132)	Eptesipox virus	KY747497	1	1	=	KY747497.1	Washington	19	Y
4	A24	RPO132	AUD40297.1	PROT:AUD40297.1	RNA polymerase subunit 132	Flamingopox virus FGPVKD09	MF678796	1	1	=	MF678796.1	FGPVKD09	20	Y
4	A24	RPO132	AAF44533.1	PROT:AAF44533.1	"ORF FPV189 RNA polymerase subunit, RPO132"	Fowlpox virus	AF198100	1	1	=	AF198100.1	Fowlpox virus	21	Y
4	A24	RPO132	YP_001293307.1	PROT:YP_001293307.1	hypothetical protein GTPV_gp111	Goatpox virus Pellor	NC_004003.1	1	1	=	NC_004003.1	Pellor	23	Y
4	A24	RPO132	ABH08251.1	PROT:ABH08251.1	HSPV145	Horsepox virus	DQ792504	1	1	=	DQ792504.1	MNR-76	24	Y
4	A24	RPO132	AAK85077.1	PROT:AAK85077.1	LSDV116 RNA polymerase subuni	Lumpy skin disease virus NI-2490	AF325528	1	1	=	AF325528.1	Neethling 2490	25	Y
4	A24	RPO132	AAC97782.1	PROT:AAC97782.1	"ORF MSV155 putative RNA polymerase second largest subunit cowpox RPO132 homolog (vaccinia A24R), similar to SW:P17474"	Melanoplus sanguinipes entomopoxvirus 'O'	AF063866	1	1	=	AF063866.1	Tucson	30	Y
4	A24	RPO132	AAC55257.1	PROT:AAC55257.1	MC129R	Molluscum contagiosum virus subtype 1	U60315	1	1	=	U60315.1	Molluscum contagiosum virus subtype 1	26	Y
4	A24	RPO132	AAX09231.1	PROT:AAX09231.1	MPXV-COP-130	monkeypox virus clade IIa strain cOP-58	AY753185	1	1	=	AY753185.1	COP-58	28	Y
4	A24	RPO132	AAL40593.1	PROT:AAL40593.1	A25R	Monkeypox virus clade I strain Zaire-96-I-16	AF380138	1	1	=	AF380138.1	Zaire-96-I-16	29	Y
4	A24	RPO132	AST09335.1	PROT:AST09335.1	DNA-dependent RNA polymerase subunit rpo132	Murmansk poxvirus	MF001304	1	1	=	MF001304.1	LEIV-11411	27	Y
4	A24	RPO132	CCU56292.1	PROT:CCU56292.1	RNA polymerase RPO132	Mythimna separata entomopoxvirus 'L'	HF679134	1	1	=	HF679134.1	Mythimna separata entomopoxvirus 'L'	31	Y
4	A24	RPO132	AAF15002.1	PROT:AAF15002.1	m114R	Myxoma virus strain Lausanne	AF170726	1	1	=	AF170726.2	Lausanne	32	Y
4	A24	RPO132	AFU77378.1	PROT:AFU77378.1	m114R	Myxoma virus isolate BRK 897	JX565564	1	1	=	JX565564.1	Aust/Brooklands/1-95	33	N
4	A24	RPO132	ABJ09038.1	PROT:ABJ09038.1	RNA polymerase subunit RPO132	Nile crocodilepox virus	DQ356948	1	1	=	DQ356948.1	Nile crocodilepox virus	34	Y
4	A24	RPO132	ABA00618.1	PROT:ABA00618.1	RNA polymerase RPO132	Orf virus strain NZ2	DQ184476	1	1	=	DQ184476.1	NZ2	36	N
4	A24	RPO132	AAR98326.1	PROT:AAR98326.1	ORF101 RNA polymerase subunit RPO132	Orf virus strain OV-SA00	AY386264	1	1	=	AY386264.1	OV-SA00	35	Y
4	A24	RPO132	AYN64709.1	PROT:AYN64709.1	putative A24R protein	Orthopoxvirus Abatino	MH816996	1	1	=	MH816996.1	Abatino	1	Y
4	A24	RPO132	AIZ77352.1	PROT:AIZ77352.1	putative RNA polymerase subunit RPO132	Parapoxvirus red deer/HL953	KM502564	1	1	=	KM502564.1	HL953	42	Y
4	A24	RPO132	AID46928.1	PROT:AID46928.1	RNA polymerase subunit RPO132	Penguinpox virus	KJ859677	1	1	=	KJ859677.1	PSan92	39	Y
4	A24	RPO132	AID46696.1	PROT:AID46696.1	RNA polymerase subunit RPO132	Pigeonpox virus	KJ801920	1	1	=	KJ801920.1	FeP2	38	Y
4	A24	RPO132	ADC54003.1	PROT:ADC54003.1	RNA-polymerase RPO132	Pseudocowpox virus	GQ329670	1	1	=	GQ329670.1	VR634	37	Y
4	A24	RPO132	ANS71203.1	PROT:ANS71203.1	RNA polymerase	Pteropox virus	KU980965	1	1	=	KU980965.1	Australia	40	Y
4	A24	RPO132	AAF17997.1	PROT:AAF17997.1	gp114R	Rabbit fibroma virus	AF170722	1	1	=	AF170722.1	Kasza	43	Y
4	A24	RPO132	AKJ93773.1	PROT:AKJ93773.1	RNA polymerase subunit RPO132 protein	Raccoonpox virus	KP143769	1	1	=	KP143769.1	Herman	41	Y
4	A24	RPO132	AKR04250.1	PROT:AKR04250.1	DNA-directed RNA polymerase subunit beta	Salmon gill poxvirus	KT159937	1	1	=	KT159937.1	2012-04-F277-L3G	46	Y
4	A24	RPO132	AWU47159.1	PROT:AWU47159.1	RNA polymerase	Sea otter poxvirus	MH427217	1	1	=	MH427217.1	ELK	47	Y
4	A24	RPO132	ASC55546.1	PROT:ASC55546.1	RNA polymerase subunit RPO132-like protein	Seal parapoxvirus	KY382358	1	1	=	KY382358.2	AFK76s1	22	Y
4	A24	RPO132	NP_659688.1	PROT:NP_659688.1	RNA polymerase subunit RPO132	Sheeppox virus	NC_004002.1	1	1	=	NC_004002.1	TU-V02127	44	Y
4	A24	RPO132	AOP31622.1	PROT:AOP31622.1	RNA polymerase	Skunkpox virus	KU749310	1	1	=	KU749310.1	WA	45	Y
4	A24	RPO132	CCD83296.1	PROT:CCD83296.1	DNA-dependent RNA polymerase subunit rpo132	Squirrelpox virus	HE601899	1	1	=	HE601899.1	Red squirrel UK	48	Y
4	A24	RPO132	AAL69852.1	PROT:AAL69852.1	SPV113 RNA polymerase subunit RPO132	Swinepox virus	AF410153	1	1	=	AF410153.1	17077-99	49	Y
4	A24	RPO132	ABD97712.1	PROT:ABD97712.1	DNA-dependent RNA polymerase subunit rpo132	Taterapox virus	DQ437594	1	1	=	DQ437594.1	Dahomey 1968	50	Y
4	A24	RPO132	ALA62513.1	PROT:ALA62513.1	RNA polymerase subunit RPO132	Turkeypox virus	KP728110	1	1	=	KP728110.2	TKPV-HU1124/2011	51	Y
4	A24	RPO132	AAO89423.1	PROT:AAO89423.1	DNA-dependent RNA polymerase subunit rpo132	Vaccinia virus WR	AY243312	1	1	=	AY243312.1	WR (Western Reserve)	52	Y
4	A24	RPO132	CAA49069.1	PROT:CAA49069.1	A24R	Variola virus major	X69198	1	1	=	X69198.1	"India-1967, ssp. major"	53	Y
4	A24	RPO132	CAB54728.1	PROT:CAB54728.1	A25R protein	Variola minor virus	Y16780	1	1	=	Y16780.1	Garcia-1966	54	Y
4	A24	RPO132	AOP31833.1	PROT:AOP31833.1	RNA polymerase	Volepox virus	KU749311	1	1	=	KU749311.1	CA	55	Y
4	A24	RPO132	ATI21062.1	PROT:ATI21062.1		Western grey kangaroopox virus	MF467280	1	1	=	MF467280.1	Western Australia	56	Y
4	A24	RPO132	AAR07472.1	PROT:AAR07472.1	116R	Yaba monkey tumor virus	AY386371	1	1	=	AY386371.1	Yaba monkey tumor virus	59	Y
4	A24	RPO132	CAC21354.1	PROT:CAC21354.1	116R protein	Yaba-like disease virus	AJ293568	1	1	=	AJ293568.1	Yaba-like disease virus	58	Y
4	A24	RPO132	AEN03717.1	PROT:AEN03717.1	DNA-dependent RNA polymerase subunit rpo132	Yokapox virus	HQ849551	1	1	=	HQ849551.1	DakArB 4268	57	Y
5	A28	IMV-MP	CCU55473.1	PROT:CCU55473.1	IMV MP/virus entry (Cop-A28L)	Adoxophyes honmai entomopoxvirus 'L'	HF679131	1	1	=	HF679131.1	Tokyo	3	Y
5	A28	IMV-MP	AXN74944.1	PROT:AXN74944.1	IMV membrane protein	Akhmeta virus	MH607141	1	1	=	MH607141.1	Akhmeta_2013-88	4	Y
5	A28	IMV-MP	AAG02892.1	PROT:AAG02892.1	AMV186	Amsacta moorei entomopoxvirus	AF250284	1	1	=	AF250284.1	Amsacta moorei entomopoxvirus	5	Y
5	A28	IMV-MP	BAO49431.1	PROT:BAO49431.1	membrane protein	Anomala cuprea entomopoxvirus	AP013055	1	1	=	AP013055.1	CV6M	2	Y
5	A28	IMV-MP	APG58336.1	PROT:APG58336.1	envelope protein A28-like protein	BeAn 58058 virus	KY094066	1	1	=	KY094066.1	BeAn58058	7	N
5	A28	IMV-MP	AAR98462.1	PROT:AAR98462.1	ORF105 hypothetical protein	Bovine papular stomatitis virus	AY386265	1	1	=	AY386265.1	BV-AR02	6	Y
5	A28	IMV-MP	AAG37639.1	PROT:AAG37639.1	CMP145L	Camelpox virus CMS	AY009089	1	1	=	AY009089.1	CMS	9	N
5	A28	IMV-MP	AAL73854.1	PROT:AAL73854.1	hypothetical protein	Camelpox virus M-96	AF438165	1	1	=	AF438165.1	M-96	8	Y
5	A28	IMV-MP	AAR83612.1	PROT:AAR83612.1	CNPV266 conserved hypothetical protein	Canarypox virus	AY318871	1	1	=	AY318871.1	ATCC VR-111	11	Y
5	A28	IMV-MP	CCU55794.1	PROT:CCU55794.1	IMV MP/virus entry (Cop-A28L)	Choristoneura biennis entomopoxvirus	HF679132	1	1	=	HF679132.1	Choristoneura biennis entomopoxvirus	10	Y
5	A28	IMV-MP	CCU56096.1	PROT:CCU56096.1	IMV MP/virus entry (Cop-A28L)	Choristoneura rosaceana entomopoxvirus 'L'	HF679133	1	1	=	HF679133.1	Choristoneura rosaceana entomopoxvirus 'L'	14	Y
5	A28	IMV-MP	ADT91145.1	PROT:ADT91145.1	MV entry-fusion complex protein	Cotia virus SPAn232	HQ647181	1	1	=	HQ647181.2	SPAn232	12	Y
5	A28	IMV-MP	AAM13605.1	PROT:AAM13605.1	CPXV163 Protein	Cowpox virus	AF482758	1	1	=	AF482758.2	Brighton Red	13	Y
5	A28	IMV-MP	ABI99282.1	PROT:ABI99282.1	hypothetical protein DpV83gp127	Deerpox virus W-848-83	AY689436	1	1	=	AY689436.1	W-848-83	15	Y
5	A28	IMV-MP	ATI21231.1	PROT:ATI21231.1	IMV MP/virus entry	Eastern grey kangaroopox virus	MF467281	1	1	=	MF467281.1	Sunshine Coast	18	Y
5	A28	IMV-MP	AAM92435.1	PROT:AAM92435.1	EVM130	Ectromelia virus	AF012825	1	1	=	AF012825.2	Moscow	16	Y
5	A28	IMV-MP	AFH54696.1	PROT:AFH54696.1	IMV virus entry	Ectromelia virus ERPV	JQ410350	1	1	=	JQ410350.1	ERPV	17	N
5	A28	IMV-MP	ASK51326.1	PROT:ASK51326.1	"IMV membrane protein, entry"	Eptesipox virus	KY747497	1	1	=	KY747497.1	Washington	19	Y
5	A28	IMV-MP	AUD40300.1	PROT:AUD40300.1	hypothetical protein fgpv_206	Flamingopox virus FGPVKD09	MF678796	1	1	=	MF678796.1	FGPVKD09	20	Y
5	A28	IMV-MP	AAF44536.1	PROT:AAF44536.1	ORF FPV192	Fowlpox virus	AF198100	1	1	=	AF198100.1	Fowlpox virus	21	Y
5	A28	IMV-MP	YP_001293309.1	PROT:YP_001293309.1	hypothetical protein GTPV_gp113	Goatpox virus Pellor	NC_004003.1	1	1	=	NC_004003.1	Pellor	23	Y
5	A28	IMV-MP	ABH08258.1	PROT:ABH08258.1	HSPV149	Horsepox virus	DQ792504	1	1	=	DQ792504.1	MNR-76	24	Y
5	A28	IMV-MP	AAK85079.1	PROT:AAK85079.1	LSDV118 hypothetical protein	Lumpy skin disease virus NI-2490	AF325528	1	1	=	AF325528.1	Neethling 2490	25	Y
5	A28	IMV-MP	AAC97666.1	PROT:AAC97666.1	"ORF MSV132 putative Amsacta moorei entomopoxvirus G4R homolog (vaccinia A28L), similar to SW:P29816"	Melanoplus sanguinipes entomopoxvirus 'O'	AF063866	1	1	=	AF063866.1	Tucson	30	Y
5	A28	IMV-MP	AAC55262.1	PROT:AAC55262.1	MC134L	Molluscum contagiosum virus subtype 1	U60315	1	1	=	U60315.1	Molluscum contagiosum virus subtype 1	26	Y
5	A28	IMV-MP	AAX09234.1	PROT:AAX09234.1	MPXV-COP-133	monkeypox virus clade IIa strain cOP-58	AY753185	1	1	=	AY753185.1	COP-58	28	Y
5	A28	IMV-MP	AAL40598.1	PROT:AAL40598.1	A30L	Monkeypox virus clade I strain Zaire-96-I-16	AF380138	1	1	=	AF380138.1	Zaire-96-I-16	29	Y
5	A28	IMV-MP	AST09339.1	PROT:AST09339.1	virion surface protein	Murmansk poxvirus	MF001304	1	1	=	MF001304.1	LEIV-11411	27	Y
5	A28	IMV-MP	CCU56418.1	PROT:CCU56418.1	IMV MP/virus entry (Cop-A28L)	Mythimna separata entomopoxvirus 'L'	HF679134	1	1	=	HF679134.1	Mythimna separata entomopoxvirus 'L'	31	Y
5	A28	IMV-MP	AAF15004.1	PROT:AAF15004.1	m116L	Myxoma virus strain Lausanne	AF170726	1	1	=	AF170726.2	Lausanne	32	Y
5	A28	IMV-MP	AFU77380.1	PROT:AFU77380.1	m116L	Myxoma virus isolate BRK 897	JX565564	1	1	=	JX565564.1	Aust/Brooklands/1-95	33	N
5	A28	IMV-MP	ABJ09040.1	PROT:ABJ09040.1	IMV membrane protein	Nile crocodilepox virus	DQ356948	1	1	=	DQ356948.1	Nile crocodilepox virus	34	Y
5	A28	IMV-MP	ABA00622.1	PROT:ABA00622.1	IMV surface protein	Orf virus strain NZ2	DQ184476	1	1	=	DQ184476.1	NZ2	36	N
5	A28	IMV-MP	AAR98330.1	PROT:AAR98330.1	ORF105 hypothetical protein	Orf virus strain OV-SA00	AY386264	1	1	=	AY386264.1	OV-SA00	35	Y
5	A28	IMV-MP	AYN64714.1	PROT:AYN64714.1	putative A28L protein	Orthopoxvirus Abatino	MH816996	1	1	=	MH816996.1	Abatino	1	Y
5	A28	IMV-MP	AIZ77356.1	PROT:AIZ77356.1	putative IMV surface protein	Parapoxvirus red deer/HL953	KM502564	1	1	=	KM502564.1	HL953	42	Y
5	A28	IMV-MP	AID46931.1	PROT:AID46931.1	hypothetical protein pepv_205	Penguinpox virus	KJ859677	1	1	=	KJ859677.1	PSan92	39	Y
5	A28	IMV-MP	AID46699.1	PROT:AID46699.1	hypothetical protein fep_197	Pigeonpox virus	KJ801920	1	1	=	KJ801920.1	FeP2	38	Y
5	A28	IMV-MP	ADC54007.1	PROT:ADC54007.1	IMV surface protein	Pseudocowpox virus	GQ329670	1	1	=	GQ329670.1	VR634	37	Y
5	A28	IMV-MP	ANS71207.1	PROT:ANS71207.1	imv mp/virus entry	Pteropox virus	KU980965	1	1	=	KU980965.1	Australia	40	Y
5	A28	IMV-MP	AAF17999.1	PROT:AAF17999.1	gp116L	Rabbit fibroma virus	AF170722	1	1	=	AF170722.1	Kasza	43	Y
5	A28	IMV-MP	AKJ93777.1	PROT:AKJ93777.1	IMV membrane protein/virus entry	Raccoonpox virus	KP143769	1	1	=	KP143769.1	Herman	41	Y
5	A28	IMV-MP	AKR04251.1	PROT:AKR04251.1	A28R protein	Salmon gill poxvirus	KT159937	1	1	=	KT159937.1	2012-04-F277-L3G	46	Y
5	A28	IMV-MP	AWU47163.1	PROT:AWU47163.1	IMV MP/virus entry	Sea otter poxvirus	MH427217	1	1	=	MH427217.1	ELK	47	Y
5	A28	IMV-MP	ASC55543.1	PROT:ASC55543.1	hypothetical protein SePPVgORF095	Seal parapoxvirus	KY382358	1	1	=	KY382358.2	AFK76s1	22	Y
5	A28	IMV-MP	NP_659690.1	PROT:NP_659690.1	hypothetical protein SPPV_113	Sheeppox virus	NC_004002.1	1	1	=	NC_004002.1	TU-V02127	44	Y
5	A28	IMV-MP	AOP31626.1	PROT:AOP31626.1	imv mp/virus entry protein	Skunkpox virus	KU749310	1	1	=	KU749310.1	WA	45	Y
5	A28	IMV-MP	CCD83300.1	PROT:CCD83300.1	IMV surface protein	Squirrelpox virus	HE601899	1	1	=	HE601899.1	Red squirrel UK	48	Y
5	A28	IMV-MP	AAL69854.1	PROT:AAL69854.1	SPV115 hypothetical protein	Swinepox virus	AF410153	1	1	=	AF410153.1	17077-99	49	Y
5	A28	IMV-MP	ABD97718.1	PROT:ABD97718.1	IMV membrane protein	Taterapox virus	DQ437594	1	1	=	DQ437594.1	Dahomey 1968	50	Y
5	A28	IMV-MP	ALA62516.1	PROT:ALA62516.1	hypothetical protein	Turkeypox virus	KP728110	1	1	=	KP728110.2	TKPV-HU1124/2011	51	Y
5	A28	IMV-MP	AAO89430.1	PROT:AAO89430.1	unknown	Vaccinia virus WR	AY243312	1	1	=	AY243312.1	WR (Western Reserve)	52	Y
5	A28	IMV-MP	CAA49076.1	PROT:CAA49076.1	A31L	Variola virus major	X69198	1	1	=	X69198.1	"India-1967, ssp. major"	53	Y
5	A28	IMV-MP	CAB54735.1	PROT:CAB54735.1	A32L protein	Variola minor virus	Y16780	1	1	=	Y16780.1	Garcia-1966	54	Y
5	A28	IMV-MP	AOP31837.1	PROT:AOP31837.1	imv mp/virus entry protein	Volepox virus	KU749311	1	1	=	KU749311.1	CA	55	Y
5	A28	IMV-MP	ATI21067.1	PROT:ATI21067.1		Western grey kangaroopox virus	MF467280	1	1	=	MF467280.1	Western Australia	56	Y
5	A28	IMV-MP	AAR07474.1	PROT:AAR07474.1	118L	Yaba monkey tumor virus	AY386371	1	1	=	AY386371.1	Yaba monkey tumor virus	59	Y
5	A28	IMV-MP	CAC21356.1	PROT:CAC21356.1	118L protein	Yaba-like disease virus	AJ293568	1	1	=	AJ293568.1	Yaba-like disease virus	58	Y
5	A28	IMV-MP	AEN03721.1	PROT:AEN03721.1	virion surface protein	Yokapox virus	HQ849551	1	1	=	HQ849551.1	DakArB 4268	57	Y
6	A2	VLTF-3	CCU55463.1	PROT:CCU55463.1	VLTF-3 late transcription factor 3	Adoxophyes honmai entomopoxvirus 'L'	HF679131	1	1	=	HF679131.1	Tokyo	3	Y
6	A2	VLTF-3	AXN74915.1	PROT:AXN74915.1	late transcription factor VLTF-3	Akhmeta virus	MH607141	1	1	=	MH607141.1	Akhmeta_2013-88	4	Y
6	A2	VLTF-3	AAG02911.1	PROT:AAG02911.1	AMV205	Amsacta moorei entomopoxvirus	AF250284	1	1	=	AF250284.1	Amsacta moorei entomopoxvirus	5	Y
6	A2	VLTF-3	BAO49552.1	PROT:BAO49552.1	late transcription factor VLTF-3	Anomala cuprea entomopoxvirus	AP013055	1	1	=	AP013055.1	CV6M	2	Y
6	A2	VLTF-3	APG58311.1	PROT:APG58311.1	viral late gene transcription factor 3	BeAn 58058 virus	KY094066	1	1	=	KY094066.1	BeAn58058	7	N
6	A2	VLTF-3	AAR98434.1	PROT:AAR98434.1	ORF077 late transcription factor VLTF-3	Bovine papular stomatitis virus	AY386265	1	1	=	AY386265.1	BV-AR02	6	Y
6	A2	VLTF-3	AAG37600.1	PROT:AAG37600.1	CMP117L	Camelpox virus CMS	AY009089	1	1	=	AY009089.1	CMS	9	N
6	A2	VLTF-3	AAL73825.1	PROT:AAL73825.1	putative late transcription factor VLTF-3	Camelpox virus M-96	AF438165	1	1	=	AF438165.1	M-96	8	Y
6	A2	VLTF-3	AAR83584.1	PROT:AAR83584.1	CNPV238 late transcription factor VLTF-3	Canarypox virus	AY318871	1	1	=	AY318871.1	ATCC VR-111	11	Y
6	A2	VLTF-3	CCU55803.1	PROT:CCU55803.1	VLTF-3 late transcription factor 3	Choristoneura biennis entomopoxvirus	HF679132	1	1	=	HF679132.1	Choristoneura biennis entomopoxvirus	10	Y
6	A2	VLTF-3	CCU56105.1	PROT:CCU56105.1	VLTF-3 late transcription factor 3	Choristoneura rosaceana entomopoxvirus 'L'	HF679133	1	1	=	HF679133.1	Choristoneura rosaceana entomopoxvirus 'L'	14	Y
6	A2	VLTF-3	ADT91121.1	PROT:ADT91121.1	viral late transcription factor VLTF-3	Cotia virus SPAn232	HQ647181	1	1	=	HQ647181.2	SPAn232	12	Y
6	A2	VLTF-3	AAM13574.1	PROT:AAM13574.1	CPXV133 protein	Cowpox virus	AF482758	1	1	=	AF482758.2	Brighton Red	13	Y
6	A2	VLTF-3	ABI99256.1	PROT:ABI99256.1	late transcription factor VLTF-3	Deerpox virus W-848-83	AY689436	1	1	=	AY689436.1	W-848-83	15	Y
6	A2	VLTF-3	ATI21201.1	PROT:ATI21201.1	VLTF-3	Eastern grey kangaroopox virus	MF467281	1	1	=	MF467281.1	Sunshine Coast	18	Y
6	A2	VLTF-3	AAM92408.1	PROT:AAM92408.1	EVM104	Ectromelia virus	AF012825	1	1	=	AF012825.2	Moscow	16	Y
6	A2	VLTF-3	AFH54667.1	PROT:AFH54667.1	viral late transcription factor 3	Ectromelia virus ERPV	JQ410350	1	1	=	JQ410350.1	ERPV	17	N
6	A2	VLTF-3	ASK51298.1	PROT:ASK51298.1	Late transcription factor (VLTF-3)	Eptesipox virus	KY747497	1	1	=	KY747497.1	Washington	19	Y
6	A2	VLTF-3	AUD40272.1	PROT:AUD40272.1	late transcription factor 3	Flamingopox virus FGPVKD09	MF678796	1	1	=	MF678796.1	FGPVKD09	20	Y
